Influential 2-amod
climbed 0-ROOT
$ 13-nmod
1.50 11-npadvmod
a 15-det
share 13-npadvmod
to 11-prep
$ 18-nmod
44.125 16-pobj
. 11-punct

 19-dep

Net 3-amod
interest 3-compound
income 4-nsubj
sank 0-ROOT
27 6-nummod
% 4-npadvmod
in 4-prep
the 9-det
quarter 7-pobj
to 4-prep
$ 13-quantmod
254 13-compound
million 10-pobj
from 4-prep
$ 17-quantmod
347 17-compound
million 14-pobj
. 4-punct

 18-dep

The 3-det
interest 3-compound
rate 22-nsubj
on 3-prep
short 7-amod
- 7-punct
term 8-compound
funds 4-pobj
, 8-punct
which 12-dobj
banks 12-nsubj
borrow 8-relcl
to 14-aux
finance 12-advcl
longer 17-amod
- 17-punct
term 18-compound
loans 14-dobj
to 14-prep
customers 19-pobj
, 22-punct
was 30-ccomp
` 22-punct
` 22-punct
sharply 26-advmod
higher 22-acomp
, 30-punct
'' 30-punct
Morgan 30-nsubj
said 0-ROOT
. 30-punct

 31-dep

Morgan 2-nsubj
received 30-ccomp
$ 5-quantmod
2 5-compound
million 2-dobj
of 5-prep
interest 8-compound
payments 6-pobj
on 2-prep
its 17-poss
medium 15-amod
and 11-cc
long 11-conj
- 15-punct
term 17-nmod
Brazilian 17-amod
loans 9-pobj
; 30-punct
had 22-aux
they 22-nsubj
been 22-aux
accruing 30-advcl
interest 22-dobj
, 30-punct
net 27-amod
interest 27-compound
income 30-nsubj
would 30-aux
have 30-aux
been 40-ccomp
$ 33-quantmod
35 33-compound
million 34-npadvmod
higher 30-acomp
in 30-prep
the 37-det
quarter 35-pobj
, 40-punct
Morgan 40-nsubj
said 0-ROOT
. 40-punct

 41-dep

Such 2-amod
loans 6-nsubj
to 2-prep
Argentina 3-pobj
also 6-advmod
remain 0-ROOT
classified 6-acomp
as 7-prep
non 8-amod
- 8-pobj
accruing 8-amod
, 7-punct
costing 6-advcl
the 15-det
bank 13-dative
$ 18-quantmod
10 18-compound
million 13-dobj
of 18-prep
interest 21-compound
income 19-pobj
in 13-prep
the 25-det
third 25-amod
period 22-pobj
. 6-punct

 26-dep

Income 7-nsubj
from 1-prep
sources 2-pobj
other 3-amod
than 4-prep
interest 5-pobj
climbed 0-ROOT
12 9-nummod
% 7-npadvmod
to 7-prep
$ 13-quantmod
414 13-compound
million 10-pobj
, 7-punct
reflecting 7-advcl
higher 19-amod
corporate 19-amod
- 19-punct
finance 15-dobj
and 19-cc
other 22-amod
fees 19-conj
and 22-cc
gains 22-conj
on 15-prep
sales 25-pobj
of 26-prep
investment 29-compound
securities 27-pobj
. 7-punct

 30-dep

` 7-punct
` 7-punct
These 4-det
increases 7-nsubjpass
were 7-auxpass
partly 7-advmod
offset 18-ccomp
by 7-agent
lower 14-amod
trading 12-npadvmod
- 12-punct
related 14-amod
'' 14-punct
income 8-pobj
, 18-punct
the 17-det
bank 18-nsubj
said 0-ROOT
. 18-punct

 19-dep

Non 4-amod
- 4-amod
interest 4-compound
expenses 5-nsubj
grew 0-ROOT
16 7-nummod
% 5-npadvmod
to 5-prep
$ 11-quantmod
496 11-compound
million 8-pobj
. 5-punct

 12-dep

NCNB 2-compound
Corp 6-compound
. 2-punct

 3-dep
NCNB 6-compound
Corp. 9-poss
's 6-case
net 9-amod
income 12-nsubj
more 12-advmod
than 10-advmod
doubled 0-ROOT
in 12-prep
the 15-det
period 13-pobj
, 12-punct
largely 18-advmod
because 12-prep
of 18-pcomp
continued 22-amod
strong 22-amod
performance 18-pobj
by 22-prep
the 25-det
bank 28-poss
's 25-case
Texas 28-compound
operations 23-pobj
. 12-punct

 29-dep

The 6-det
Charlotte 6-nmod
, 2-punct
N.C. 2-appos
, 2-punct
company 7-nsubj
said 0-ROOT
earnings 9-nsubj
rose 7-ccomp
to 9-prep
$ 13-quantmod
143.6 13-compound
million 10-pobj
, 13-punct
or 13-cc
$ 17-nmod
1.45 13-conj
a 19-det
share 17-npadvmod
, 9-punct
from 9-prep
$ 24-quantmod
58.9 24-compound
million 21-pobj
, 24-punct
or 24-cc
69 28-nummod
cents 24-conj
a 30-det
share 28-npadvmod
, 24-punct
a 33-det
year 34-npadvmod
earlier 21-advmod
. 7-punct

 35-dep

The 3-det
latest 3-amod
quarter 4-nsubj
included 0-ROOT
a 6-det
gain 4-dobj
of 6-prep
$ 10-quantmod
56.1 10-compound
million 7-pobj
, 10-punct
or 10-cc
59 14-nummod
cents 10-conj
a 16-det
share 14-npadvmod
, 6-punct
related 6-acl
to 18-prep
the 21-det
purchase 19-pobj
of 21-prep
the 26-det
remaining 26-amod
51 26-nummod
% 22-pobj
of 26-prep
NCNB 31-compound
Texas 31-compound
National 31-compound
Bank 27-pobj
from 31-prep
the 37-det
Federal 37-compound
Deposit 37-compound
Insurance 37-compound
Corp 32-pobj
. 4-punct

 38-dep

The 3-det
strong 3-amod
performance 7-nsubj
, 7-punct
however 7-advmod
, 7-punct
contrasted 0-ROOT
with 7-prep
an 12-det
unexpectedly 11-advmod
large 12-amod
increase 8-pobj
in 12-prep
the 15-det
size 13-pobj
of 15-prep
NCNB 20-poss
's 17-case
problem 20-compound
loans 16-pobj
, 12-punct
particularly 23-advmod
in 12-prep
the 25-det
Southeast 23-pobj
. 7-punct

 26-dep

In 8-prep
the 4-det
third 4-amod
quarter 1-pobj
, 8-punct
nonperforming 7-amod
assets 8-nsubj
jumped 0-ROOT
to 8-prep
$ 12-quantmod
474.1 12-compound
million 9-pobj
, 12-punct
or 12-cc
1.43 16-nummod
% 12-conj
of 16-prep
net 19-amod
loans 17-pobj
and 19-cc
leases 19-conj
, 8-punct
from 8-prep
$ 26-quantmod
232.8 26-compound
million 23-pobj
, 26-punct
or 26-cc
1.13 30-nummod
% 26-conj
in 23-prep
the 34-det
second 34-amod
quarter 31-pobj
. 8-punct

 35-dep

Nonperformers 2-nsubj
totaled 0-ROOT
$ 5-quantmod
230.8 5-compound
million 2-dobj
, 5-punct
or 5-cc
1.27 9-nummod
% 5-conj
in 2-prep
the 16-det
year 14-npadvmod
- 14-punct
ago 16-amod
third 16-amod
quarter 10-pobj
. 2-punct

 17-dep

Included 10-csubj
in 1-prep
the 4-det
increase 2-pobj
in 4-prep
the 9-det
most 8-advmod
recent 9-amod
quarter 5-pobj
is 0-ROOT
a 15-det
$ 14-quantmod
33 14-compound
million 15-nummod
loan 10-attr
, 15-punct
which 19-dep
NCNB 19-nsubj
said 15-relcl
it 19-dobj
` 19-punct
` 19-punct
expects 19-ccomp
to 27-aux
be 27-auxpass
fully 27-advmod
repaid 23-xcomp
, 27-punct
with 27-prep
no 31-det
loss 29-pobj
, 27-punct
early 34-advmod
in 27-prep
the 37-det
fourth 37-amod
quarter 34-pobj
. 10-punct

'' 0-ROOT

 1-dep

The 2-det
deterioration 6-nsubj
in 2-prep
credit 5-compound
quality 3-pobj
offset 0-ROOT
strong 9-amod
loan 9-compound
growth 6-dobj
of 9-prep
17 12-nummod
% 10-pobj
in 6-prep
NCNB 17-poss
's 14-case
Southeast 17-compound
operations 13-pobj
, 6-punct
as 21-advmod
well 21-advmod
as 6-cc
a 25-det
28 24-nummod
% 25-compound
growth 6-dobj
in 25-prep
deposits 26-pobj
resulting 27-acl
from 28-prep
an 33-det
aggressive 33-amod
marketing 33-compound
campaign 29-pobj
. 6-punct

 34-dep

The 3-det
higher 3-amod
rates 8-nsubj
paid 3-acl
on 4-prep
deposits 5-pobj
also 8-advmod
helped 0-ROOT
squeeze 8-xcomp
NCNB 14-poss
's 10-case
net 14-amod
interest 14-compound
margin 9-dobj
in 14-prep
the 17-det
Southeast 15-pobj
to 9-prep
3.38 20-nummod
% 18-pobj
from 9-prep
3.80 23-nummod
% 21-pobj
a 25-det
year 26-npadvmod
earlier 21-advmod
. 8-punct

 27-dep

In 9-prep
Big 3-nmod
Board 5-nmod
composite 5-amod
trading 1-pobj
yesterday 9-npadvmod
, 9-punct
NCNB 9-nsubj
jumped 0-ROOT
$ 11-nmod
3.50 9-npadvmod
a 13-det
share 11-npadvmod
, 9-punct
to 9-prep
$ 17-nmod
51 15-pobj
. 9-punct

 18-dep

Results 3-nsubjpass
were 3-auxpass
released 0-ROOT
after 7-mark
the 6-det
market 7-nsubj
closed 3-advcl
. 3-punct

 8-dep

NCNB 3-compound
Texas 3-compound
National 19-nsubj
, 3-punct
formed 3-acl
from 5-prep
the 8-det
remnants 6-pobj
of 8-prep
of 9-prep
the 15-det
failed 15-amod
First 15-compound
RepublicBank 15-compound
Corp. 10-pobj
of 15-prep
Dallas 16-pobj
, 19-punct
contributed 0-ROOT
$ 22-quantmod
76.9 22-compound
million 19-dobj
to 19-prep
NCNB 27-poss
's 24-case
bottom 27-amod
line 23-pobj
in 19-prep
the 31-det
third 31-amod
quarter 28-pobj
. 19-punct

 32-dep

NCNB 2-nsubj
said 0-ROOT
its 7-poss
third 6-amod
- 6-punct
quarter 7-compound
results 8-nsubj
reflect 2-ccomp
100 10-nummod
% 8-dobj
of 10-prep
earnings 11-pobj
of 12-prep
the 16-det
Texas 16-compound
operation 13-pobj
since 8-prep
Aug. 17-pobj
1 18-nummod
. 8-punct

 20-dep

NCNB 2-nsubj
raised 0-ROOT
some 6-quantmod
$ 6-quantmod
1.9 6-compound
billion 2-dobj
in 2-prep
new 9-amod
capital 7-pobj
during 2-prep
the 12-det
quarter 10-pobj
to 14-aux
complete 2-advcl
the 18-det
NCNB 17-compound
Texas 18-compound
purchase 14-dobj
, 14-punct
and 14-cc
to 22-aux
acquire 14-conj
several 26-amod
small 26-amod
failed 26-amod
thrifts 22-dobj
to 28-aux
fill 22-xcomp
out 28-prt
its 32-poss
regional 32-amod
franchise 28-dobj
. 2-punct

 33-dep

Last 2-amod
week 7-npadvmod
, 7-punct
the 6-det
banking 6-compound
company 7-nsubj
said 0-ROOT
it 9-nsubj
purchased 7-ccomp
both 15-det
Freedom 15-nmod
Savings 15-nmod
& 12-cc
Loan 12-conj
Association 9-dobj
, 15-punct
Tampa 15-conj
, 17-punct
Fla. 17-conj
, 17-punct
and 17-cc
University 25-compound
Federal 25-compound
Savings 25-compound
Association 17-conj
of 25-prep
San 28-compound
Antonio 26-pobj
, 28-punct
Texas 28-appos
, 9-punct
for 9-prep
$ 35-quantmod
169.4 35-compound
million 32-pobj
. 7-punct

 36-dep

In 11-prep
the 5-det
first 5-amod
nine 5-nummod
months 1-pobj
, 11-punct
NCNB 10-poss
's 7-case
net 10-amod
income 11-nsubj
climbed 0-ROOT
65 13-nummod
% 11-npadvmod
to 11-prep
$ 17-quantmod
310.9 17-compound
million 14-pobj
, 17-punct
or 17-cc
$ 21-nmod
3.30 17-conj
a 23-det
share 21-npadvmod
, 11-punct
from 11-prep
$ 28-quantmod
188.2 28-compound
million 25-pobj
, 28-punct
or 28-cc
$ 32-nmod
2.22 28-conj
a 34-det
share 32-npadvmod
, 32-punct
a 37-det
year 38-npadvmod
earlier 32-advmod
. 11-punct

 39-dep

Security 3-compound
Pacific 3-compound
Corp 11-nsubj
. 3-punct

 4-dep
Security 7-compound
Pacific 10-poss
's 7-case
earnings 10-compound
growth 11-nsubj
slowed 0-ROOT
in 11-prep
the 15-det
third 15-amod
quarter 12-pobj
, 11-punct
but 11-cc
the 23-det
Los 20-compound
Angeles 23-compound
bank 22-npadvmod
holding 23-amod
company 24-nsubj
was 11-conj
still 24-advmod
able 24-acomp
to 28-aux
post 26-xcomp
a 32-det
10 31-nummod
% 32-compound
increase 28-dobj
in 32-prep
net 35-amod
income 33-pobj
because 28-prep
of 36-pcomp
robust 39-amod
growth 36-pobj
in 39-prep
residential 47-amod
real 44-amod
- 44-punct
estate 47-nmod
and 44-cc
consumer 44-conj
loans 40-pobj
. 24-punct

 48-dep

Net 2-nsubj
rose 0-ROOT
to 2-prep
$ 6-quantmod
185.1 6-compound
million 3-pobj
, 6-punct
or 6-cc
$ 10-nmod
1.55 6-conj
a 12-det
share 10-npadvmod
, 6-punct
from 2-prep
$ 17-quantmod
167.9 17-compound
million 14-pobj
, 17-punct
or 17-cc
$ 21-nmod
1.47 17-conj
a 23-det
share 21-npadvmod
, 21-punct
a 26-det
year 27-npadvmod
earlier 21-advmod
. 2-punct

 28-dep

The 2-det
company 3-nsubj
said 0-ROOT
the 5-det
gain 6-nsubj
resulted 3-ccomp
mainly 6-advmod
from 6-prep
a 13-det
$ 12-quantmod
54 12-compound
million 13-nummod
increase 8-pobj
in 13-prep
net 17-amod
interest 17-compound
income 14-pobj
, 6-punct
reflecting 6-advcl
a 23-det
33 22-nummod
% 23-compound
increase 19-dobj
in 23-prep
real 26-amod
estate 27-compound
loans 24-pobj
-LRB- 23-punct
mainly 30-advmod
residential 31-amod
-RRB- 23-appos
, 6-punct
and 6-cc
a 37-det
19 36-nummod
% 37-compound
rise 6-conj
in 37-prep
consumer 40-compound
loans 38-pobj
. 3-punct

 41-dep

These 5-det
high 4-advmod
- 4-punct
yielding 5-amod
loans 8-nsubj
in 5-prep
effect 6-pobj
replaced 0-ROOT
some 13-det
low 12-advmod
- 12-punct
yielding 13-amod
assets 8-dobj
such 15-amod
as 13-prep
inter 19-amod
- 19-amod
bank 19-amod
loans 15-pobj
, 19-punct
which 23-nsubjpass
were 23-auxpass
allowed 19-relcl
to 25-aux
decrease 23-xcomp
. 8-punct

 26-dep

As 11-prep
a 3-det
result 1-pobj
, 11-punct
Security 6-compound
Pacific 10-poss
's 6-case
net 10-amod
interest 10-compound
margin 11-nsubj
fell 0-ROOT
only 13-advmod
13 15-nummod
basis 15-compound
points 11-npadvmod
, 11-punct
a 20-det
more 19-advmod
mild 20-amod
decrease 11-npadvmod
than 20-prep
some 24-det
major 24-amod
banks 21-pobj
outside 24-prep
California 25-pobj
, 24-punct
which 31-nsubj
have 31-aux
been 31-aux
reporting 24-relcl
more 33-advmod
sluggish 34-amod
earnings 31-dobj
. 11-punct

 35-dep

Security 2-compound
Pacific 3-compound
shares 4-nsubj
closed 0-ROOT
at 4-prep
$ 7-nmod
44.625 5-pobj
, 4-punct
down 4-advmod
37.5 11-nummod
cents 9-npadvmod
, 4-punct
in 4-prep
Big 15-nmod
Board 17-nmod
composite 17-amod
trading 13-pobj
. 4-punct

 18-dep

The 2-det
earnings 3-nsubj
represent 0-ROOT
a 7-det
0.89 6-nummod
% 7-compound
return 3-dobj
on 7-prep
assets 8-pobj
for 9-prep
Security 12-compound
Pacific 10-pobj
, 7-punct
and 7-cc
an 18-det
18.9 17-nummod
% 18-compound
return 7-conj
on 18-prep
equity 19-pobj
. 3-punct

 21-dep

The 3-det
loan 3-compound
growth 4-nsubj
offset 0-ROOT
continuing 10-amod
real 8-amod
- 8-punct
estate 10-compound
loan 10-compound
losses 4-dobj
in 10-prep
the 15-det
depressed 15-amod
Arizona 15-compound
market 11-pobj
. 4-punct

 16-dep

Security 2-compound
Pacific 3-nsubj
reported 0-ROOT
a 7-det
33 6-nummod
% 7-compound
increase 3-dobj
in 7-prep
net 11-amod
credit 11-compound
losses 8-pobj
for 7-prep
the 14-det
quarter 12-pobj
, 3-punct
to 3-prep
$ 19-quantmod
109 19-compound
million 16-pobj
from 3-prep
$ 23-quantmod
81.9 23-compound
million 20-pobj
in 3-prep
the 29-det
year 28-npadvmod
- 28-punct
ago 29-amod
period 24-pobj
. 3-punct

 30-dep

Nonperforming 2-amod
loans 3-nsubj
grew 0-ROOT
slightly 3-advmod
to 3-prep
$ 8-quantmod
1.75 8-compound
billion 5-pobj
at 3-prep
Sept. 9-pobj
30 10-nummod
, 3-punct
from 3-prep
$ 16-quantmod
1.7 16-compound
billion 13-pobj
a 18-det
year 19-npadvmod
ago 13-advmod
. 3-punct

 20-dep

Security 2-compound
Pacific 7-poss
's 2-case
loan 6-compound
- 6-punct
loss 7-compound
provision 8-nsubj
was 0-ROOT
down 8-advmod
22 11-nummod
% 9-npadvmod
, 9-punct
or 8-cc
$ 16-quantmod
30.4 16-compound
million 8-conj
, 8-punct
because 20-mark
it 20-nsubj
added 8-advcl
to 20-prep
its 26-poss
foreign 25-amod
- 25-punct
debt 26-compound
reserve 21-pobj
the 28-det
year 20-npadvmod
before 28-advmod
. 8-punct

 30-dep

Non 4-amod
- 4-amod
interest 4-amod
income 5-nsubj
fell 0-ROOT
6 7-nummod
% 5-npadvmod
in 5-prep
the 10-det
quarter 8-pobj
, 5-punct
mainly 13-advmod
because 5-prep
of 13-pcomp
an 17-det
unusual 17-amod
gain 13-pobj
a 19-det
year 20-npadvmod
earlier 17-advmod
from 20-prep
the 23-det
sale 21-pobj
of 23-prep
Hong 26-compound
Kong 28-compound
banking 28-compound
operations 24-pobj
. 5-punct

 29-dep

Non 4-amod
- 4-amod
interest 4-amod
expense 5-nsubj
grew 0-ROOT
only 7-advmod
4 8-nummod
% 5-npadvmod
in 5-prep
the 11-det
period 9-pobj
. 5-punct

 12-dep

For 7-prep
the 4-det
nine 4-nummod
months 1-pobj
, 7-punct
net 7-nsubj
rose 0-ROOT
17 9-nummod
% 7-npadvmod
to 7-prep
$ 13-quantmod
548.9 13-compound
million 10-pobj
, 13-punct
or 13-cc
$ 17-nmod
4.67 7-npadvmod
a 19-det
share 17-npadvmod
, 17-punct
from 17-prep
$ 24-quantmod
469.4 24-compound
million 21-pobj
, 17-punct
or 17-cc
$ 28-quantmod
4.13 17-conj
a 30-det
share 28-npadvmod
, 28-punct
a 33-det
year 34-npadvmod
earlier 28-advmod
. 7-punct

 35-dep

LIN 3-compound
Broadcasting 3-compound
Corp. 4-nsubj
said 0-ROOT
it 8-nsubj
wo 8-aux
n't 8-neg
take 4-ccomp
a 10-det
position 8-dobj
on 10-prep
a 15-det
revised 15-amod
tender 15-compound
offer 11-pobj
by 15-prep
McCaw 20-compound
Cellular 20-compound
Communications 20-compound
Inc. 16-pobj
to 22-aux
buy 15-acl
LIN 22-dobj
and 8-cc
has 26-aux
asked 8-conj
for 26-prep
clarification 27-pobj
of 28-prep
the 31-det
offer 29-pobj
. 4-punct

 32-dep

The 3-det
new 3-amod
offer 16-nsubj
, 3-punct
which 6-nsubj
seeks 3-relcl
50.3 8-nummod
% 6-dobj
of 8-prep
the 14-det
cellular 14-amod
and 11-cc
broadcasting 11-conj
concern 9-pobj
, 16-punct
is 0-ROOT
for 16-prep
$ 19-nmod
125 17-pobj
a 21-det
share 19-npadvmod
for 16-prep
22 24-compound
million 26-nummod
LIN 26-compound
shares 22-pobj
. 16-punct

 27-dep

McCaw 5-poss
's 1-case
revised 5-amod
tender 5-compound
offer 7-nsubj
would 7-aux
require 0-ROOT
McCaw 7-dobj
to 10-aux
begin 7-xcomp
an 13-det
auction 13-compound
process 10-dobj
in 10-prep
July 14-pobj
1994 15-nummod
that 19-nsubj
would 19-aux
buy 13-relcl
out 19-prt
remaining 22-amod
holders 19-dobj
at 19-prep
a 28-det
per 28-nmod
- 25-punct
share 25-pobj
price 23-pobj
roughly 30-advmod
equivalent 28-amod
to 30-prep
what 40-dobj
a 35-det
third 35-amod
party 38-nsubj
might 38-aux
then 38-advmod
have 31-pcomp
to 40-aux
pay 38-xcomp
for 40-prep
all 41-pobj
of 42-prep
LIN 43-pobj
. 7-punct

 45-dep

LIN 3-nsubj
is 3-aux
asking 0-ROOT
McCaw 3-dobj
to 6-aux
clarify 3-xcomp
its 9-poss
tender 9-compound
offer 6-dobj
, 9-punct
which 12-nsubj
challenges 9-relcl
an 14-det
agreement 12-dobj
between 14-prep
BellSouth 17-compound
Corp. 15-pobj
and 17-cc
LIN 17-conj
to 21-aux
merge 14-acl
their 26-poss
cellular 25-amod
- 25-punct
telephone 26-compound
businesses 21-dobj
. 3-punct

 27-dep

BellSouth 3-nsubj
has 3-aux
notified 0-ROOT
LIN 3-dobj
that 11-mark
it 11-nsubj
would 11-aux
` 11-punct
` 11-punct
shortly 11-advmod
respond 3-ccomp
to 11-prep
the 15-det
McCaw 15-compound
proposal 12-pobj
in 11-prep
as 11-prep
full 22-amod
and 18-cc
effective 18-conj
a 22-det
manner 17-pobj
as 25-mark
is 25-auxpass
warranted 11-advcl
. 3-punct

'' 0-ROOT

 1-dep

The 3-det
LIN 3-compound
board 4-nsubj
said 0-ROOT
holders 8-nsubjpass
may 8-aux
be 8-auxpass
misled 4-ccomp
by 8-agent
the 11-det
provision 9-pobj
in 11-prep
the 15-det
McCaw 15-compound
proposal 12-pobj
that 19-mark
` 19-punct
` 19-punct
guarantees 15-acl
'' 19-punct
private 23-amod
market 23-compound
value 19-dobj
after 19-prep
five 26-nummod
years 24-pobj
for 26-prep
the 30-det
remaining 30-amod
shares 27-pobj
. 4-punct

 31-dep

McCaw 2-nsubj
has 23-ccomp
` 2-punct
` 2-punct
no 6-det
obligation 16-nsubj
to 8-aux
purchase 6-acl
and 8-cc
the 11-det
definition 16-nsubj
of 11-prep
private 15-amod
market 15-compound
value 12-pobj
is 2-ccomp
uncertain 16-acomp
, 23-punct
'' 23-punct
the 22-det
LIN 22-compound
board 23-nsubj
said 0-ROOT
. 23-punct

 24-dep

The 2-det
board 3-nsubj
added 0-ROOT
that 7-mark
McCaw 7-nsubj
would 7-aux
be 3-ccomp
able 7-acomp
to 10-aux
control 8-xcomp
LIN 13-poss
's 11-case
operations 10-dobj
and 10-cc
could 21-aux
, 15-punct
` 15-punct
` 15-punct
therefore 21-advmod
, 21-punct
operate 10-conj
LIN 21-dobj
in 21-prep
a 25-det
manner 23-pobj
which 28-nsubj
could 28-aux
diminish 25-relcl
its 32-poss
private 32-amod
market 32-compound
value 28-dobj
and 28-cc
attractiveness 28-conj
to 34-prep
a 40-det
third 39-amod
- 39-punct
party 40-compound
purchaser 35-pobj
in 34-prep
five 43-nummod
years 41-pobj
. 3-punct
'' 3-punct

 45-dep

In 11-prep
national 8-amod
over 8-nmod
- 3-punct
the 7-det
- 7-punct
counter 3-pobj
trading 1-pobj
, 11-punct
LIN 11-nsubj
closed 0-ROOT
at 11-prep
$ 14-nmod
104.75 12-pobj
, 11-punct
down 11-advmod
$ 18-nmod
2.75 16-npadvmod
. 11-punct

 19-dep

A 2-det
group 9-nsubj
of 2-prep
institutional 5-amod
investors 3-pobj
in 2-prep
Telerate 8-compound
Inc. 6-pobj
said 0-ROOT
that 30-mark
Dow 12-compound
Jones 22-poss
& 12-cc
Co. 12-conj
's 14-case
$ 17-nmod
18 22-nummod
- 17-punct
a 21-det
- 21-punct
share 17-npadvmod
offer 30-nsubj
for 22-prep
the 29-det
electronic 29-amod
financial 27-amod
information 28-compound
services 29-compound
company 23-pobj
is 9-ccomp
` 30-punct
` 30-punct
grossly 34-advmod
inadequate 30-acomp
. 9-punct
'' 9-punct

 36-dep

In 32-prep
a 3-det
letter 1-pobj
filed 3-acl
with 4-prep
the 10-det
Securities 10-nmod
and 7-cc
Exchange 7-conj
Commission 5-pobj
, 10-punct
the 13-det
group 10-appos
, 13-punct
which 16-nsubj
holds 13-relcl
about 19-quantmod
4.5 19-compound
million 21-nummod
Telerate 21-compound
shares 16-dobj
, 21-punct
or 21-cc
about 25-advmod
4.7 26-nummod
% 21-conj
of 26-prep
the 29-det
shares 27-pobj
outstanding 29-amod
, 32-punct
said 0-ROOT
` 32-punct
` 32-punct
... 41-punct
at 41-prep
present 36-amod
none 41-nsubj
of 38-prep
us 39-pobj
believes 32-ccomp
an 43-det
offer 52-nsubj
for 43-prep
less 48-amod
than 48-quantmod
$ 48-quantmod
25 44-pobj
per 48-prep
share 49-pobj
would 52-aux
be 41-ccomp
fair 52-acomp
and 52-cc
some 56-nsubj
believe 52-conj
that 60-mark
$ 59-nmod
25 60-nsubj
is 56-ccomp
too 62-advmod
low 60-acomp
. 32-punct
'' 32-punct

 64-dep

The 2-det
letter 4-nsubjpass
was 4-auxpass
dated 0-ROOT
Oct. 4-npadvmod
6 5-nummod
. 4-punct

 7-dep

In 13-prep
composite 3-amod
trading 1-pobj
on 3-prep
the 9-det
New 7-compound
York 9-compound
Stock 9-compound
Exchange 4-pobj
, 13-punct
Telerate 12-compound
shares 13-nsubj
closed 0-ROOT
yesterday 13-npadvmod
at 13-prep
$ 17-nmod
18.875 15-pobj
, 13-punct
down 13-advmod
75 21-nummod
cents 19-npadvmod
a 23-det
share 21-npadvmod
. 13-punct

 24-dep

Dow 2-compound
Jones 12-nsubj
, 2-punct
publisher 2-appos
of 4-prep
The 9-det
Wall 8-compound
Street 9-compound
Journal 5-pobj
, 12-punct
has 12-aux
launched 38-ccomp
an 19-det
$ 15-nmod
18 19-nummod
- 15-punct
a 19-det
- 19-punct
share 12-dobj
, 19-punct
or 19-cc
$ 24-quantmod
576 24-compound
million 19-conj
, 27-punct
tender 27-compound
offer 12-dobj
to 29-aux
acquire 27-acl
the 33-det
remaining 33-amod
Telerate 33-compound
shares 29-dobj
outstanding 33-amod
; 38-punct
Dow 37-compound
Jones 38-nsubj
owns 0-ROOT
67 40-nummod
% 38-dobj
of 40-prep
Telerate 41-pobj
. 38-punct

 43-dep

Telerate 3-nsubj
has 3-aux
rejected 0-ROOT
the 5-det
offer 3-dobj
, 5-punct
which 8-nsubj
expires 5-relcl
Nov. 8-npadvmod
3 9-nummod
. 3-punct

 11-dep

The 2-det
group 3-nsubj
includes 0-ROOT
Putnam 5-compound
Cos 3-dobj
. 3-punct

and 3-cc
various 3-amod
affiliates 0-ROOT
based 3-acl
in 4-prep
Boston 5-pobj
; 3-punct
Wells 10-compound
Fargo 10-compound
Bank 3-conj
, 10-punct
San 13-compound
Francisco 10-npadvmod
; 10-punct
the 20-det
California 20-compound
Public 18-compound
Employees 20-compound
Retirement 20-compound
System 10-conj
, 20-punct
Sacramento 20-conj
, 22-punct
Calif. 22-conj
, 22-punct
and 22-cc
T. 31-compound
Rowe 31-compound
Price 31-compound
Associates 31-compound
Inc. 22-conj
, 31-punct
Baltimore 31-npadvmod
. 3-punct

 34-dep

Among 9-prep
other 3-amod
issues 1-pobj
, 9-punct
the 6-det
group 8-poss
's 6-case
letter 9-nsubj
said 0-ROOT
it 11-nsubj
has 9-ccomp
` 11-punct
` 11-punct
concerns 11-dobj
as 14-prep
to 15-prep
whether 22-mark
Dow 19-compound
Jones 21-poss
's 19-case
offer 22-nsubj
meets 16-pcomp
the 25-det
applicable 25-amod
requirements 22-dobj
of 25-prep
procedural 28-amod
fairness 26-pobj
. 9-punct
'' 9-punct

 30-dep

A 2-det
spokesman 6-nsubj
for 2-prep
Dow 5-compound
Jones 3-pobj
said 0-ROOT
he 10-nsubj
had 10-aux
n't 10-neg
seen 6-ccomp
the 12-det
group 14-poss
's 12-case
filing 10-dobj
, 10-punct
but 10-cc
added 6-conj
, 17-punct
` 17-punct
` 17-punct
obviously 24-advmod
